original_text,clean_text,hashtags
"RT @ChakraNews: First Erdogan helped with Islamists raping #yezidi women, and now this... #resist #rape #metoo #Turkey #islamism #ErdoganWa…",First Erdogan helped Islamists raping women ... …,"yezidi, resist, rape, metoo, Turkey, islamism"
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
RT @GrahamLedger: Tonight: Educating #democrats. The #WhiteHouse defense team deconstructs the #impeachment argument. Also: The #political…,Tonight Educating The defense team deconstructs argument Also The …,"democrats, WhiteHouse, impeachment, political"
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"RT @eithne52: #Fraud - the #BelleGibson of #Psychologists
Fantastic expose of the depths of her fakeness - 
Surely time to strip her of her…",Fantastic expose depths fakeness Surely time strip her…,"Fraud, BelleGibson, Psychologists"
"RT @kylaurel1: A holiday weekend in an isolated cabin with the wrong people is bad enough. Add in a freak winter storm, no power, and two k…",A holiday weekend isolated cabin wrong people bad Add a freak winter storm power k…,
"RT @ChakraNews: First Erdogan helped with Islamists raping #yezidi women, and now this... #resist #rape #metoo #Turkey #islamism #ErdoganWa…",First Erdogan helped Islamists raping women ... …,"yezidi, resist, rape, metoo, Turkey, islamism"
@SenFeinstein #Blackmail kicked in....,kicked ...,Blackmail
"RT @TheHarper: 🙈🙉💥
#TuesdayTip 

2 Podcasts, 2 Hosts #2ForTuesday #DoublePrizes 

@TheHarper #CommonSense 
https://t.co/GWJM2ouowK

@Gallow…",2 Podcasts 2 Hosts …,"TuesdayTip, 2ForTuesday, DoublePrizes, CommonSense"
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"@realDonaldTrump Maybe if you lowered the debt and deficit, LIKE YOU PROMISED, maybe then the fed would lower the R… https://t.co/5DSnknPMx0",Maybe lowered debt deficit LIKE YOU PROMISED fed lower R…,
"This revision focuses on recruitment, retention, and recognition (and starving experienced educators out of the sys… https://t.co/A6j1Q4jA8q",This revision focuses recruitment retention recognition starving experienced educators sys…,
"RT @fr_hossain: #Philadelphia “Cash for kids” &gt; Poverty, Crime, .... 

https://t.co/nLmgouGy3e #childabuse #nonprofits #School #daycare @Jo…",“ Cash kids ” gt Poverty Crime ... …,"Philadelphia, childabuse, nonprofits, School, daycare"
RT @waynezurl: Sam Jenkins takes on powerful politicos in this double award winning police mystery. FREE eBook https://t.co/e9cDVEoAbo #Ten…,Sam Jenkins takes powerful politicos double award winning police mystery FREE eBook …,
The #serialkiller #truecrime: ENCYCLOPEDIA OF THE TED BUNDY MURDERS lists hundreds of people involved in the case a… https://t.co/IK33zvg3vQ,The ENCYCLOPEDIA OF THE TED BUNDY MURDERS lists hundreds people involved case a…,"serialkiller, truecrime"
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
Just sold an exciting #blackmail material collection goody on #NiteFlirt. Check it out here: https://t.co/jgYv9PQcp4.,Just sold exciting material collection goody Check,"blackmail, NiteFlirt"
RT @vicpdcanada: A new round of #SINscam calls is hitting Victoria &amp; #Esquimalt. This new version features a professional-sounding recorded…,A round calls hitting Victoria amp This version features a professional-sounding recorded…,"SINscam, Esquimalt"
RT @GrahamLedger: Tonight: Educating #democrats. The #WhiteHouse defense team deconstructs the #impeachment argument. Also: The #political…,Tonight Educating The defense team deconstructs argument Also The …,"democrats, WhiteHouse, impeachment, political"
It is my opinion that noone should get disciplined here. #Political incorrectness is double-edged sword. #Privilege… https://t.co/FVGoO0O37D,It opinion disciplined incorrectness double-edged sword …,"Political, Privilege"
"#KobeBryant’s Disturbing #Rape Case: The DNA Evidence, the Accuser’s Story, and the Half-Confession… https://t.co/rHJ0HYfECX",’ s Disturbing Case The DNA Evidence Accuser ’ s Story Half-Confession…,"KobeBryant, Rape"
RT @SueTHEmackGIRL: #maga #Tsunami #January28 #KobeFarewell #RIPMambaAndGianna #dziendobrytvnisoverparty #TongueOutTuesday #NewJerseyRally…,…,"maga, Tsunami, January28, KobeFarewell, RIPMambaAndGianna, dziendobrytvnisoverparty, TongueOutTuesday, NewJerseyRally"
"RT @mackette52: ATTEMPTED 

#MURDER
👇

@SteveScalise
By

@BernieSanders
@SenSanders
@People4Bernie
 SUPPORTER

NOT

1OFF 

@Project_Veritas…",ATTEMPTED By SUPPORTER NOT 1OFF …,MURDER
"#Philadelphia “Cash for kids” &gt; Poverty, Crime, .... 

https://t.co/nLmgouGy3e #childabuse #nonprofits #School… https://t.co/qbgt0bptFX",“ Cash kids ” gt Poverty Crime ... …,"Philadelphia, childabuse, nonprofits, School"
RT @vicpdcanada: A new round of #SINscam calls is hitting Victoria &amp; #Esquimalt. This new version features a professional-sounding recorded…,A round calls hitting Victoria amp This version features a professional-sounding recorded…,"SINscam, Esquimalt"
"On this week's minisode, we discuss the top three was business owners can detect fraud without hovering over their… https://t.co/uGMqVD8ZXu",On week 's minisode discuss top business owners detect fraud hovering their…,
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"RT @mackette52: ATTEMPTED 

#MURDER
👇

@SteveScalise
By

@BernieSanders
@SenSanders
@People4Bernie
 SUPPORTER

NOT

1OFF 

@Project_Veritas…",ATTEMPTED By SUPPORTER NOT 1OFF …,MURDER
#maga #Tsunami #January28 #KobeFarewell #RIPMambaAndGianna #dziendobrytvnisoverparty #TongueOutTuesday… https://t.co/Ska31gqkMR,…,"maga, Tsunami, January28, KobeFarewell, RIPMambaAndGianna, dziendobrytvnisoverparty, TongueOutTuesday"
"#Trump's Middle-East 'Peace Plan': The #Farce, The #Fraud &amp; The #Fury ... Arrogance Of #USA Towards The… https://t.co/cSDf3y5fwP",'s Middle-East 'Peace Plan The The amp The ... Arrogance Of Towards The…,"Trump, Farce, Fraud, Fury, USA"
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
@Tiff_FitzHenry U just exactly explained yourself! You’re a #Fraud even @MercuryinRx (Riley) Knows it and proved it as well,U explained You ’ a Riley Knows proved,Fraud
RT @GrahamLedger: Tonight: Educating #democrats. The #WhiteHouse defense team deconstructs the #impeachment argument. Also: The #political…,Tonight Educating The defense team deconstructs argument Also The …,"democrats, WhiteHouse, impeachment, political"
RT @GrahamLedger: Tonight: Educating #democrats. The #WhiteHouse defense team deconstructs the #impeachment argument. Also: The #political…,Tonight Educating The defense team deconstructs argument Also The …,"democrats, WhiteHouse, impeachment, political"
@ProgLeasing your company needs to be investigated. #robbery @BigLots you should be ashamed of yourselves,company investigated ashamed,robbery
"RT @QBlueSkyQ: C_A, Mossad, SVR (Russian Intelligence) control #DrugTrafficking, #HumanTrafficking
Bombshell: Alex Acosta Reportedly Claime…",C_A Mossad SVR Russian Intelligence control Bombshell Alex Acosta Reportedly Claime…,"DrugTrafficking, HumanTrafficking"
@clementine_ford @thebettinaarndt @ninafunnell This article states that this person has been the subject of 'multip… https://t.co/zJT4BkhhK7,This article states person subject 'multip…,
RT @waynezurl: The ultimate FISH OUT OF WATER novel—a New York detective becomes a police chief in Appalachia  https://t.co/e9cDVEoAbo  FRE…,The ultimate FISH OUT OF WATER novel—a New York detective a police chief Appalachia FRE…,
"YOU are worthless, YOU live to obey me. Without your goddess you’re just another pathetic sissy. dm me, and submit… https://t.co/e8jVs74R8r",YOU worthless YOU live obey Without goddess ’ pathetic sissy dm submit…,
Knew he wasn’t a real Dr! #Fraud Making a living off addicts &amp; making money is EXACTLY what elites do! https://t.co/nWGZ2y7WGm,Knew wasn ’ t a real Dr Making a living addicts amp making money EXACTLY elites,Fraud
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"ATTEMPTED 

#MURDER
👇

@SteveScalise
By

@BernieSanders
@SenSanders
@People4Bernie
 SUPPORTER

NOT

1OFF… https://t.co/wnHWCKTS95",ATTEMPTED By SUPPORTER NOT 1OFF…,MURDER
"RT @andrewpain1974: In a world of 'manning-up' and 'who wears the trousers', no self respecting man is going to easily admit to being knock…",In a world 'manning-up 'who wears trousers respecting man easily admit knock…,
"You guys wanna learn REAL truth? Start watching these links
#baal #banking #admiralty #jew #law #occult… https://t.co/vdi31kz3P0",You guys wan na learn REAL truth Start watching links …,"baal, banking, admiralty, jew, law, occult"
"RT @The__SadieRyan: ⭐️⭐️⭐️⭐️⭐️""A game of cat &amp; mouse, but who’s chasing who? If u like Single White Female, you’ll love this brilliant debu…",⭐️⭐️⭐️⭐️⭐️ '' A game cat amp mouse ’ s chasing If u Single White Female ’ ll love brilliant debu…,
"Who's who in the Weinstein trial

∙∙∙ #rjm ∙∙∙  [keywords: #AmbraBattilanaGutierrez #AngelinaJolie… https://t.co/duS1DnxgdI",Who 's Weinstein trial ∙∙∙ ∙∙∙ keywords …,"rjm, AmbraBattilanaGutierrez, AngelinaJolie"
RT @waynezurl: The ultimate FISH OUT OF WATER novel—a New York detective becomes a police chief in Appalachia  https://t.co/e9cDVEoAbo  FRE…,The ultimate FISH OUT OF WATER novel—a New York detective a police chief Appalachia FRE…,
"RT @Justice_NI: Minister Naomi Long will bring #domesticabuse legislation through the NI Assembly, making abusive behaviour in domestic &amp; c…",Minister Naomi Long bring legislation NI Assembly making abusive behaviour domestic amp c…,domesticabuse
"RT @PixelProject: #USA: Convicted rapist released from jail, attacks victim in wheelchair again days later, deputies say

https://t.co/soPx…",Convicted rapist released jail attacks victim wheelchair days deputies,USA
"WOW!!! 
Getting ride of the #fraud #waste #abuse 
TickTock, TickTock!!! https://t.co/Z8SlHm05PX",WOW Getting ride TickTock TickTock,"fraud, waste, abuse"
RT @OECDgov: Close to 2 out of 3 OECD countries list #ViolenceAgainstWomen as one of the most urgent #gender equality issues in their count…,Close 2 3 OECD countries list urgent equality issues count…,"ViolenceAgainstWomen, gender"
Great introduction to understanding digital forensics.  #fraud #digitalforensics https://t.co/cVCaHx3C5D,Great introduction understanding digital forensics,"fraud, digitalforensics"
RT @ZASaunders: Beware tiny sample sizes! 40 cases in 19 years are used to justify this conclusion which is hardly representative @MayaOppe…,Beware tiny sample sizes 40 cases 19 years justify conclusion representative …,
"RT @LLaws2: @todd_poirier Congress and senate should have Rick Perry, Rudy and Pence testify. #Deliverables THEY ALL knew of Ukraine withho…",Congress senate Rick Perry Rudy Pence testify THEY ALL knew Ukraine withho…,Deliverables
"RT @PixelProject: #UK: Joseph McCann guilty of horrific rapes after being freed by mistake

https://t.co/SsHamMNCGx

#VAW #Rape",Joseph McCann guilty horrific rapes freed mistake,"UK, VAW, Rape"
"RT @fr_hossain: “Nonprofits (NGO)” as business ?

🆘 #Nonprofits  (NGOs ) are great at demanding transparency. They’re not so hot at providi…",“ Nonprofits NGO ” business 🆘 NGOs great demanding transparency They ’ hot providi…,Nonprofits
"RT @MThriving: 🚩 Warning signs to never ignore: 🚩

Your gut.
Your gut instincts.
Your gut instincts when they start to 'twang'.
Your gut in…",Warning signs ignore Your gut Your gut instincts Your gut instincts start 'twang Your gut in…,
"RT @fatherscontact: #ParentalAlienationAbuse is a psychological torture, slowly drip fed into our children’s minds under the guise of love.…",a psychological torture slowly drip fed children ’ s minds guise love.…,ParentalAlienationAbuse
"@mbr1649 @Beltrew @joncoopertweets Of course not. 
He loves corruption. 
One ironic thing that the #MAGA cult is cl… https://t.co/fQaq05P73f",Of He loves corruption One ironic thing cult cl…,MAGA
"RT @fatherscontact: #ParentalAlienation is in fact a form of #DomesticViolence 
The #DV is used to destroy the loving parent who lost their…",fact a form The destroy loving parent lost their…,"ParentalAlienation, DomesticViolence, DV"
